ID;Type;Description;Civilopedia;Strategy;Help;ThemingBonusHelp;Quote;GoldMaintenance;MutuallyExclusiveGroup;TeamShare;Water;River;FreshWater;Mountain;NearbyMountainRequired;Hill;Flat;FoundsReligion;IsReligious;BorderObstacle;PlayerBorderObstacle;Capital;GoldenAge;MapCentering;NeverCapture;NukeImmune;AllowsWaterRoutes;ExtraLuxuries;DiplomaticVoting;AffectSpiesNow;NullifyInfluenceModifier;Cost;FaithCost;LeagueCost;UnlockedByBelief;UnlockedByLeague;HolyCity;NumCityCostMod;HurryCostModifier;MinAreaSize;ConquestProb;CitiesPrereq;LevelPrereq;CultureRateModifier;GlobalCultureRateModifier;GreatPeopleRateModifier;GlobalGreatPeopleRateModifier;GreatGeneralRateModifier;GreatPersonExpendGold;GoldenAgeModifier;UnitUpgradeCostMod;Experience;GlobalExperience;FoodKept;Airlift;AirModifier;NukeModifier;NukeExplosionRand;HealRateChange;Happiness;UnmoddedHappiness;UnhappinessModifier;HappinessPerCity;HappinessPerXPolicies;CityCountUnhappinessMod;NoOccupiedUnhappiness;WorkerSpeedModifier;MilitaryProductionModifier;SpaceProductionModifier;GlobalSpaceProductionModifier;BuildingProductionModifier;WonderProductionModifier;CityConnectionTradeRouteModifier;CapturePlunderModifier;PolicyCostModifier;PlotCultureCostModifier;GlobalPlotCultureCostModifier;PlotBuyCostModifier;GlobalPlotBuyCostModifier;GlobalPopulationChange;TechShare;FreeTechs;FreePolicies;FreeGreatPeople;MedianTechPercentChange;Gold;AllowsRangeStrike;Espionage;AllowsFoodTradeRoutes;AllowsProductionTradeRoutes;Defense;ExtraCityHitPoints;GlobalDefenseMod;MinorFriendshipChange;VictoryPoints;ExtraMissionarySpreads;ReligiousPressureModifier;EspionageModifier;GlobalEspionageModifier;ExtraSpies;SpyRankChange;InstantSpyRankChange;TradeRouteRecipientBonus;TradeRouteTargetBonus;NumTradeRouteBonus;LandmarksTourismPercent;InstantMilitaryIncrease;GreatWorksTourismModifier;XBuiltTriggersIdeologyChoice;TradeRouteSeaDistanceModifier;TradeRouteSeaGoldBonus;TradeRouteLandDistanceModifier;TradeRouteLandGoldBonus;CityStateTradeRouteProductionModifier;GreatScientistBeakerModifier;BuildingClass;ArtDefineTag;NearbyTerrainRequired;ProhibitedCityTerrain;VictoryPrereq;FreeStartEra;MaxStartEra;ObsoleteTech;EnhancedYieldTech;TechEnhancedTourism;FreeBuilding;FreeBuildingThisCity;FreePromotion;TrainedFreePromotion;FreePromotionRemoved;ReplacementBuildingClass;PrereqTech;PolicyBranchType;SpecialistType;SpecialistCount;GreatWorkSlotType;FreeGreatWork;GreatWorkCount;SpecialistExtraCulture;GreatPeopleRateChange;ExtraLeagueVotes;CityWall;DisplayPosition;PortraitIndex;WonderSplashImage;WonderSplashAnchor;WonderSplashAudio;IconAtlas;ArtInfoCulturalVariation;ArtInfoEraVariation;ArtInfoRandomVariation
50;BUILDING_LIBRARY;TXT_KEY_BUILDING_LIBRARY;TXT_KEY_CIV5_BUILDINGS_LIBRARY_TEXT;TXT_KEY_BUILDING_LIBRARY_STRATEGY;TXT_KEY_BUILDING_LIBRARY_HELP;;;1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;75;0;0;0;0;0;0;25;-1;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_LIBRARY;ART_DEF_BUILDING_LIBRARY;;;;ERA_INDUSTRIAL;;;;0;;;;;;;TECH_WRITING;;;0;;;0;0;0;0;0;0;11;;R,T;;BW_ATLAS_1;0;0;0
51;BUILDING_UNIVERSITY;TXT_KEY_BUILDING_UNIVERSITY;TXT_KEY_CIV5_BUILDINGS_UNIVERSITY_TEXT;TXT_KEY_BUILDING_UNIVERSITY_STRATEGY;TXT_KEY_BUILDING_UNIVERSITY_HELP;;;2;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;160;200;0;1;0;0;0;15;-1;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_UNIVERSITY;ART_DEF_BUILDING_UNIVERSITY;;;;;;;;0;;;;;;;TECH_EDUCATION;;SPECIALIST_SCIENTIST;2;;;0;0;0;0;0;0;13;;R,T;;BW_ATLAS_1;0;0;0
52;BUILDING_PUBLIC_SCHOOL;TXT_KEY_BUILDING_PUBLIC_SCHOOL;TXT_KEY_CIV5_BUILDINGS_PUBLIC_SCHOOL_TEXT;TXT_KEY_BUILDING_PUBLIC_SCHOOL_STRATEGY;TXT_KEY_BUILDING_PUBLIC_SCHOOL_HELP;;;3;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;300;200;0;1;0;0;0;0;-1;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_PUBLIC_SCHOOL;ART_DEF_BUILDING_PUBLIC_SCHOOL;;;;;;;;0;;;;;;;TECH_SCIENTIFIC_THEORY;;SPECIALIST_SCIENTIST;1;;;0;0;0;0;0;0;14;;R,T;;BW_ATLAS_1;0;0;0
53;BUILDING_LABORATORY;TXT_KEY_BUILDING_LABORATORY;TXT_KEY_CIV5_BUILDINGS_RESEARCHLAB_TEXT;TXT_KEY_BUILDING_LABORATORY_STRATEGY;TXT_KEY_BUILDING_LABORATORY_HELP;;;3;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;500;200;0;1;0;0;0;0;-1;66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_LABORATORY;ART_DEF_BUILDING_LABORATORY;;;;;;;;0;;;;;;;TECH_PLASTIC;;SPECIALIST_SCIENTIST;1;;;0;0;0;0;0;0;15;;R,T;;BW_ATLAS_1;0;0;0
54;BUILDING_PALACE;TXT_KEY_BUILDING_PALACE;TXT_KEY_CIV5_BUILDINGS_PALACE_TEXT;TXT_KEY_BUILDING_PALACE_STRATEGY;TXT_KEY_BUILDING_PALACE_HELP;;;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_PALACE;PALACE;;;;;;;;0;;;;;;;;;;0;GREAT_WORK_SLOT_ART_ARTIFACT;;1;0;0;0;0;32;19;;R,T;;BW_ATLAS_1;1;0;0
55;BUILDING_HEROIC_EPIC;TXT_KEY_BUILDING_HEROIC_EPIC;TXT_KEY_BUILDING_HEROIC_EPIC_PEDIA;TXT_KEY_BUILDING_HEROIC_EPIC_STRATEGY;TXT_KEY_BUILDING_HEROIC_EPIC_HELP;;;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;125;0;0;0;0;0;30;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_HEROIC_EPIC;ART_DEF_BUILDING_HEROIC_EPIC;;;;;;;;0;;;;PROMOTION_MORALE;;;TECH_IRON_WORKING;;;0;GREAT_WORK_SLOT_LITERATURE;;1;0;0;0;0;0;31;;R,T;;BW_ATLAS_2;0;0;0
56;BUILDING_NATIONAL_COLLEGE;TXT_KEY_BUILDING_NATIONAL_COLLEGE;TXT_KEY_BUILDING_NATIONAL_COLLEGE_PEDIA;TXT_KEY_BUILDING_NATIONAL_COLLEGE_STRATEGY;TXT_KEY_BUILDING_NATIONAL_COLLEGE_HELP;;;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;125;0;0;0;0;0;30;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_NATIONAL_COLLEGE;ART_DEF_BUILDING_NATIONAL_COLLEGE;;;;;;;;0;;;;;;;TECH_PHILOSOPHY;;;0;;;0;0;0;0;0;0;46;;R,T;;BW_ATLAS_1;0;0;0
57;BUILDING_NATIONAL_EPIC;TXT_KEY_BUILDING_NATIONAL_EPIC;TXT_KEY_BUILDING_NATIONAL_EPIC_PEDIA;TXT_KEY_BUILDING_NATIONAL_EPIC_STRATEGY;TXT_KEY_BUILDING_NATIONAL_EPIC_HELP;;;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;125;0;0;0;0;0;30;-1;-1;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_NATIONAL_EPIC;ART_DEF_BUILDING_NATIONAL_EPIC;;;;;;;;0;;;;;;;TECH_DRAMA;;;0;GREAT_WORK_SLOT_LITERATURE;;1;0;0;0;0;0;32;;R,T;;BW_ATLAS_2;0;0;0
58;BUILDING_CIRCUS_MAXIMUS;TXT_KEY_BUILDING_CIRCUS_MAXIMUS;TXT_KEY_BUILDING_CIRCUS_MAXIMUS_PEDIA;TXT_KEY_BUILDING_CIRCUS_MAXIMUS_STRATEGY;TXT_KEY_BUILDING_CIRCUS_MAXIMUS_HELP;;;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;125;0;0;0;0;0;30;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_CIRCUS_MAXIMUS;ART_DEF_BUILDING_CIRCUS_MAXIMUS;;;;;;;;0;;;;;;;TECH_HORSEBACK_RIDING;;;0;;;0;0;0;0;0;0;0;;R,T;;NEW_BLDG_ATLAS_DLC;0;0;0
59;BUILDING_NATIONAL_TREASURY;TXT_KEY_BUILDING_EAST_INDIA;TXT_KEY_CIV5_BUILDINGS_EAST_INDIA_TEXT;TXT_KEY_BUILDING_EAST_INDIA_STRATEGY;TXT_KEY_BUILDING_NATIONAL_TREASURY_HELP;;;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;125;0;0;0;0;0;30;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_NATIONAL_TREASURY;ART_DEF_BUILDING_NATIONAL_TREASURY;;;;;;;;0;;;;;;;TECH_GUILDS;;;0;;;0;0;0;0;0;0;0;;R,T;;EXPANSION2_WONDER_ATLAS;0;0;0
60;BUILDING_IRONWORKS;TXT_KEY_BUILDING_IRONWORKS;TXT_KEY_BUILDING_IRONWORKS_PEDIA;TXT_KEY_BUILDING_IRONWORKS_STRATEGY;TXT_KEY_BUILDING_IRONWORKS_HELP;;;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;125;0;0;0;0;0;30;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_IRONWORKS;ART_DEF_BUILDING_IRONWORKS;;;;;;;;0;;;;;;;TECH_MACHINERY;;;0;;;0;0;0;0;0;0;47;;R,T;;BW_ATLAS_1;0;0;0
61;BUILDING_OXFORD_UNIVERSITY;TXT_KEY_BUILDING_OXFORD_UNIVERSITY;TXT_KEY_BUILDING_OXFORD_UNIVERSITY_PEDIA;TXT_KEY_BUILDING_OXFORD_UNIVERSITY_STRATEGY;TXT_KEY_BUILDING_OXFORD_UNIVERSITY_HELP;TXT_KEY_OXFORD_UNIVERSITY_THEMING_BONUS_HELP;;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;125;0;0;0;0;0;30;-1;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_OXFORD_UNIVERSITY;ART_DEF_BUILDING_OXFORD_UNIVERSITY;;;;;;;;0;;;;;;;TECH_EDUCATION;;;0;GREAT_WORK_SLOT_LITERATURE;;2;0;0;0;0;0;44;;R,T;;BW_ATLAS_2;0;0;0
62;BUILDING_HERMITAGE;TXT_KEY_BUILDING_HERMITAGE;TXT_KEY_BUILDING_HERMITAGE_PEDIA;TXT_KEY_BUILDING_HERMITAGE_STRATEGY;TXT_KEY_BUILDING_HERMITAGE_HELP;TXT_KEY_HERMITAGE_THEMING_BONUS_HELP;;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;125;0;0;0;0;0;30;-1;-1;0;0;0;50;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_HERMITAGE;ART_DEF_BUILDING_HERMITAGE;;;;;;;;0;;;;;;;TECH_ARCHITECTURE;;;0;GREAT_WORK_SLOT_ART_ARTIFACT;;3;0;0;0;0;0;52;;R,T;;BW_ATLAS_1;0;0;0
63;BUILDING_GREAT_LIGHTHOUSE;TXT_KEY_BUILDING_GREAT_LIGHTHOUSE;TXT_KEY_WONDER_GREATLIGHTHOUSE_DESC;;TXT_KEY_WONDER_GREAT_LIGHTHOUSE_HELP;;TXT_KEY_WONDER_GREATLIGHTHOUSE_QUOTE;0;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;185;0;0;0;0;0;0;-1;10;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_GREAT_LIGHTHOUSE;GREAT LIGHTHOUSE;;;;;ERA_MEDIEVAL;;;0;;BUILDINGCLASS_LIGHTHOUSE;PROMOTION_GREAT_LIGHTHOUSE;;;;TECH_OPTICS;;SPECIALIST_MERCHANT;0;;;0;0;1;0;0;8;5;WonderConceptGreatLighthouse.dds;R,T;AS2D_WONDER_SPEECH_THE_GREAT_LIGHTHOUSE_01;BW_ATLAS_2;0;0;0
64;BUILDING_STONEHENGE;TXT_KEY_BUILDING_STONEHENGE;TXT_KEY_WONDER_STONEHENGE_DESC;;;;TXT_KEY_WONDER_STONEHENGE_QUOTE;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;185;0;0;0;0;0;0;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_STONEHENGE;STONEHENGE;;;;;ERA_CLASSICAL;;;0;;;;;;;TECH_CALENDAR;;SPECIALIST_ENGINEER;0;;;0;0;1;0;0;4;2;WonderConceptStonehedge.dds;R,T;AS2D_WONDER_SPEECH_STONEHENGE_01;BW_ATLAS_2;0;0;0
65;BUILDING_GREAT_LIBRARY;TXT_KEY_BUILDING_GREAT_LIBRARY;TXT_KEY_WONDER_GREATLIBRARY_DESC;;TXT_KEY_WONDER_GREAT_LIBRARY_HELP;TXT_KEY_GREAT_LIBRARY_THEMING_BONUS_HELP;TXT_KEY_WONDER_GREATLIBRARY_QUOTE;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;185;0;0;0;0;0;0;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_GREAT_LIBRARY;THE GREAT LIBRARY;;;;;ERA_CLASSICAL;;;0;;BUILDINGCLASS_LIBRARY;;;;;TECH_WRITING;;SPECIALIST_SCIENTIST;0;GREAT_WORK_SLOT_LITERATURE;;2;0;1;0;0;1;1;WonderConceptGreatLibrary.dds;L,B;AS2D_WONDER_SPEECH_THE_GREAT_LIBRARY_02;BW_ATLAS_2;0;0;0
66;BUILDING_PYRAMID;TXT_KEY_BUILDING_PYRAMID;TXT_KEY_WONDER_PYRAMIDS_DESC;;TXT_KEY_WONDER_CHICHEN_ITZA_HELP;;TXT_KEY_WONDER_PYRAMIDS_QUOTE;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;185;0;0;0;0;0;0;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_PYRAMID;THE PYRAMIDS;;;;;ERA_CLASSICAL;;;0;;;;;;;TECH_MASONRY;POLICY_BRANCH_LIBERTY;SPECIALIST_ENGINEER;0;;;0;0;1;0;0;4;0;WonderConceptPyramids.dds;R,T;AS2D_WONDER_SPEECH_THE_PYRAMIDS_01;BW_ATLAS_2;0;0;0
67;BUILDING_COLOSSUS;TXT_KEY_BUILDING_COLOSSUS;TXT_KEY_WONDER_COLOSSUS_DESC;;TXT_KEY_WONDER_COLOSSUS_HELP;;TXT_KEY_WONDER_COLOSSUS_QUOTE;0;-1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;185;0;0;0;0;0;0;-1;10;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_COLOSSUS;THE COLOSSUS;;;;;ERA_MEDIEVAL;;;0;;;;;;;TECH_IRON_WORKING;;SPECIALIST_MERCHANT;0;;;0;0;1;0;0;8;4;WonderConceptColossus.dds;R,T;AS2D_WONDER_SPEECH_THE_COLOSSUS;BW_ATLAS_2;0;0;0
68;BUILDING_ORACLE;TXT_KEY_BUILDING_ORACLE;TXT_KEY_WONDER_ORACLE_DESC;;TXT_KEY_WONDER_ORACLE_HELP;;TXT_KEY_WONDER_ORACLE_QUOTE;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;250;0;0;0;0;0;0;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_ORACLE;THE ORACLE;;;;;ERA_MEDIEVAL;;;0;;;;;;;TECH_PHILOSOPHY;;SPECIALIST_SCIENTIST;0;;;0;0;1;0;0;4;6;WonderConceptOracle.dds;R,T;AS2D_WONDER_SPEECH_THE_ORACLE_01;BW_ATLAS_2;0;0;0
69;BUILDING_HANGING_GARDEN;TXT_KEY_BUILDING_HANGING_GARDEN;TXT_KEY_WONDER_HANGINGGARDENS_DESC;;TXT_KEY_WONDER_HANGING_GARDEN_HELP;;TXT_KEY_WONDER_HANGINGGARDENS_QUOTE;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;250;0;0;0;0;0;0;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_HANGING_GARDEN;THE HANGING GARDENS;;;;;ERA_MEDIEVAL;;;0;;BUILDINGCLASS_GARDEN;;;;;TECH_MATHEMATICS;POLICY_BRANCH_TRADITION;;0;;;0;0;0;0;0;2;3;WonderConceptHangingGardens.dds;R,T;AS2D_WONDER_SPEECH_THE_HANGING_GARDENS_01;BW_ATLAS_2;0;0;0
70;BUILDING_GREAT_WALL;TXT_KEY_BUILDING_GREAT_WALL;TXT_KEY_WONDER_GREATWALL_DESC;;TXT_KEY_WONDER_GREAT_WALL_HELP;;TXT_KEY_WONDER_GREATWALL_QUOTE;0;-1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;250;0;0;0;0;0;0;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_GREAT_WALL;ART_DEF_BUILDING_GREAT_WALL;;;;;ERA_MEDIEVAL;TECH_DYNAMITE;;0;;BUILDINGCLASS_WALLS;;;;;TECH_ENGINEERING;;SPECIALIST_ENGINEER;0;;;0;0;1;0;0;2;7;WonderConceptGreatWall.dds;R,T;AS2D_WONDER_SPEECH_THE_GREAT_WALL;BW_ATLAS_2;0;0;0
71;BUILDING_ANGKOR_WAT;TXT_KEY_BUILDING_ANGKOR_WAT;TXT_KEY_WONDER_ANGKORWAT_DESC;;TXT_KEY_WONDER_ANGKOR_WAT_HELP;;TXT_KEY_WONDER_ANGKORWAT_QUOTE;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;400;0;0;0;0;0;0;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-25;0;-25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_ANGKOR_WAT;ANGKOR WAT;;;;;ERA_RENAISSANCE;;;0;;;;;;;TECH_EDUCATION;;SPECIALIST_ENGINEER;0;;;0;0;1;0;0;2;9;WonderConceptAngkorWat.dds;R,T;AS2D_WONDER_SPEECH_ANGKOR_WAT;BW_ATLAS_2;0;0;0
72;BUILDING_HAGIA_SOPHIA;TXT_KEY_BUILDING_HAGIA_SOPHIA;TXT_KEY_WONDER_HAGIASOPHIA_DESC;;TXT_KEY_WONDER_HAGIA_SOPHIA_HELP;;TXT_KEY_WONDER_HAGIASOPHIA_QUOTE;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;300;0;0;0;0;0;0;-1;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_HAGIA_SOPHIA;HAGIA SOPHIA;;;;;ERA_RENAISSANCE;;;0;;BUILDINGCLASS_TEMPLE;;;;;TECH_THEOLOGY;;;0;;;0;0;0;0;0;2;8;WonderConceptHagiaSophia.dds;R,T;AS2D_WONDER_SPEECH_THE_HAGIA_SOPHIA;BW_ATLAS_2;0;0;0
73;BUILDING_CHICHEN_ITZA;TXT_KEY_BUILDING_CHICHEN_ITZA;TXT_KEY_WONDER_CHICHENITZA_DESC;;TXT_KEY_WONDER_TAJ_MAHAL_HELP;;TXT_KEY_WONDER_CHICHENITZA_QUOTE;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;300;0;0;0;0;0;0;-1;-1;100;0;0;0;0;0;0;0;0;50;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;BUILDINGCLASS_CHICHEN_ITZA;CHICHEN ITZA;;;;;ERA_RENAISSANCE;;;0;;;;;;;TECH_CIVIL_SERVICE;;SPECIALIST_ENGINEER;0;;;0;0;1;0;0;4;12;WonderConceptChichenItza.dds;R,T;AS2D_WONDER_SPEECH_CHICHEN_ITZA;BW_ATLAS_2;0;0;0
