ID;Type;Description;Civilopedia;Strategy;Help;Requirements;Combat;RangedCombat;Cost;FaithCost;RequiresFaithPurchaseEnabled;PurchaseOnly;MoveAfterPurchase;Moves;Immobile;Range;BaseSightRange;Class;Special;Capture;CombatClass;Domain;CivilianAttackPriority;DefaultUnitAI;Food;NoBadGoodies;RivalTerritory;MilitarySupport;MilitaryProduction;Pillage;PillagePrereqTech;Found;FoundAbroad;CultureBombRadius;GoldenAgeTurns;FreePolicies;OneShotTourism;OneShotTourismPercentOthers;IgnoreBuildingDefense;PrereqResources;Mechanized;Suicide;CaptureWhileEmbarked;PrereqTech;ObsoleteTech;GoodyHutUpgradeUnitClass;HurryCostModifier;AdvancedStartCost;MinAreaSize;AirInterceptRange;AirUnitCap;NukeDamageLevel;WorkRate;NumFreeTechs;BaseBeakersTurnsToCount;BaseCultureTurnsToCount;RushBuilding;BaseHurry;HurryMultiplier;BaseGold;NumGoldPerEra;SpreadReligion;RemoveHeresy;ReligionSpreads;ReligiousStrength;FoundReligion;RequiresEnhancedReligion;ProhibitsSpread;CanBuyCityState;CombatLimit;RangeAttackOnlyInDomain;RangeAttackIgnoreLOS;Trade;NumExoticGoods;PolicyType;RangedCombatLimit;XPValueAttack;XPValueDefense;SpecialCargo;DomainCargo;Conscription;ExtraMaintenanceCost;NoMaintenance;Unhappiness;UnitArtInfo;UnitArtInfoCulturalVariation;UnitArtInfoEraVariation;ProjectPrereq;SpaceshipProject;LeaderPromotion;LeaderExperience;DontShowYields;ShowInPedia;MoveRate;UnitFlagIconOffset;PortraitIndex;IconAtlas;UnitFlagAtlas
57;UNIT_JAPANESE_SAMURAI;TXT_KEY_UNIT_JAPANESE_SAMURAI;TXT_KEY_CIVILOPEDIA_UNITS_MEDIEVAL_SAMURAI_TEXT;TXT_KEY_UNIT_JAPANESE_SAMURAI_STRATEGY;TXT_KEY_UNIT_HELP_SAMURAI;;21;0;120;240;1;0;0;2;0;0;2;UNITCLASS_LONGSWORDSMAN;;;UNITCOMBAT_MELEE;DOMAIN_LAND;;UNITAI_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_STEEL;TECH_RIFLING;UNITCLASS_MUSKETMAN;0;25;-1;0;0;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;3;0;0;0;ART_DEF_UNIT_U_JAPANESE_SAMURAI;0;0;;;;0;0;1;BIPED;36;37;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
58;UNIT_TREBUCHET;TXT_KEY_UNIT_TREBUCHET;TXT_KEY_CIVILOPEDIA_UNITS_MEDIEVAL_TREBUCHET_TEXT;TXT_KEY_UNIT_TREBUCHET_STRATEGY;TXT_KEY_UNIT_HELP_TREBUCHET;;12;14;120;240;1;0;0;2;0;2;2;UNITCLASS_TREBUCHET;;;UNITCOMBAT_SIEGE;DOMAIN_LAND;;UNITAI_CITY_BOMBARD;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;1;0;0;TECH_PHYSICS;TECH_CHEMISTRY;UNITCLASS_CANNON;0;25;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_TREBUCHET;0;0;;;;0;0;1;ARTILLERY;41;42;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
59;UNIT_KNIGHT;TXT_KEY_UNIT_KNIGHT;TXT_KEY_CIVILOPEDIA_UNITS_MEDIEVAL_KNIGHT_TEXT;TXT_KEY_UNIT_KNIGHT_STRATEGY;TXT_KEY_UNIT_HELP_KNIGHT;;20;0;120;240;1;0;0;4;0;0;2;UNITCLASS_KNIGHT;;;UNITCOMBAT_MOUNTED;DOMAIN_LAND;;UNITAI_FAST_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_CHIVALRY;TECH_MILITARY_SCIENCE;UNITCLASS_CAVALRY;0;25;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_KNIGHT;0;0;;;;0;0;1;QUADRUPED;25;26;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
60;UNIT_ARABIAN_CAMELARCHER;TXT_KEY_UNIT_ARABIAN_CAMELARCHER;TXT_KEY_CIVILOPEDIA_UNITS_MEDIEVAL_CAMELARCHER_TEXT;TXT_KEY_UNIT_ARABIAN_CAMELARCHER_STRATEGY;TXT_KEY_UNIT_HELP_CAMEL_ARCHER;;17;21;120;240;1;0;0;4;0;2;2;UNITCLASS_KNIGHT;;;UNITCOMBAT_ARCHER;DOMAIN_LAND;;UNITAI_RANGED;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_CHIVALRY;TECH_MILITARY_SCIENCE;UNITCLASS_CAVALRY;0;25;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_U_ARABIAN_CAMELARCHER;0;0;;;;0;0;1;QUADRUPED;27;28;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
61;UNIT_SIAMESE_WARELEPHANT;TXT_KEY_UNIT_SIAMESE_WARELEPHANT;TXT_KEY_CIVILOPEDIA_UNITS_MEDIEVAL_SIAMESEWARELEPHANT_TEXT;TXT_KEY_UNIT_SIAMESE_WARELEPHANT_STRATEGY;TXT_KEY_UNIT_HELP_SIAMESE_WARELEPHANT;;25;0;120;240;1;0;0;3;0;0;2;UNITCLASS_KNIGHT;;;UNITCOMBAT_MOUNTED;DOMAIN_LAND;;UNITAI_FAST_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_CHIVALRY;TECH_MILITARY_SCIENCE;UNITCLASS_CAVALRY;0;25;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_U_SIAMESE_WARELEPHANT;0;0;;;;0;0;1;PHANT;28;29;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
62;UNIT_SONGHAI_MUSLIMCAVALRY;TXT_KEY_UNIT_SONGHAI_MUSLIMCAVALRY;TXT_KEY_CIVILOPEDIA_UNITS_MEDIEVAL_MUSLIMCAVALRY_TEXT;TXT_KEY_UNIT_SONGHAI_MUSLIMCAVALRY_STRATEGY;TXT_KEY_UNIT_HELP_MUSLIM_CAVALRY;;20;0;110;220;1;0;0;4;0;0;2;UNITCLASS_KNIGHT;;;UNITCOMBAT_MOUNTED;DOMAIN_LAND;;UNITAI_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_CHIVALRY;TECH_MILITARY_SCIENCE;UNITCLASS_CAVALRY;0;25;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_U_SONGHAI_MUSLIMCAVALRY;0;0;;;;0;0;1;QUADRUPED;26;27;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
63;UNIT_CROSSBOWMAN;TXT_KEY_UNIT_CROSSBOWMAN;TXT_KEY_CIVILOPEDIA_UNITS_MEDIEVAL_CROSSBOWMAN_TEXT;TXT_KEY_UNIT_CROSSBOWMAN_STRATEGY;TXT_KEY_UNIT_HELP_CROSSBOWMAN;;13;18;120;240;1;0;0;2;0;2;2;UNITCLASS_CROSSBOWMAN;;;UNITCOMBAT_ARCHER;DOMAIN_LAND;;UNITAI_RANGED;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_MACHINERY;TECH_INDUSTRIALIZATION;UNITCLASS_GATLINGGUN;0;20;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_CROSSBOWMAN;0;0;;;;0;0;1;BIPED;29;30;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
64;UNIT_CHINESE_CHUKONU;TXT_KEY_UNIT_CHINESE_CHUKONU;TXT_KEY_CIVILOPEDIA_UNITS_MEDIEVAL_CHUKONU_TEXT;TXT_KEY_UNIT_CHINESE_CHUKONU_STRATEGY;TXT_KEY_UNIT_HELP_CHUKONU;;13;14;120;240;1;0;0;2;0;2;2;UNITCLASS_CROSSBOWMAN;;;UNITCOMBAT_ARCHER;DOMAIN_LAND;;UNITAI_RANGED;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_MACHINERY;TECH_INDUSTRIALIZATION;UNITCLASS_GATLINGGUN;0;20;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_U_CHINESE_CHUKONU;0;0;;;;0;0;1;BIPED;31;32;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
65;UNIT_ENGLISH_LONGBOWMAN;TXT_KEY_UNIT_ENGLISH_LONGBOWMAN;TXT_KEY_CIVILOPEDIA_UNITS_MEDIEVAL_LONGBOWMAN_TEXT;TXT_KEY_UNIT_ENGLISH_LONGBOWMAN_STRATEGY;TXT_KEY_UNIT_HELP_LONGBOWMAN;;13;18;120;240;1;0;0;2;0;2;2;UNITCLASS_CROSSBOWMAN;;;UNITCOMBAT_ARCHER;DOMAIN_LAND;;UNITAI_RANGED;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_MACHINERY;TECH_INDUSTRIALIZATION;UNITCLASS_GATLINGGUN;0;20;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_U_ENGLISH_LONGBOWMAN;0;0;;;;0;0;1;BIPED;30;31;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
66;UNIT_PIKEMAN;TXT_KEY_UNIT_PIKEMAN;TXT_KEY_CIVILOPEDIA_UNITS_MEDIEVAL_PIKEMAN_TEXT;TXT_KEY_UNIT_PIKEMAN_STRATEGY;TXT_KEY_UNIT_HELP_PIKEMAN;;16;0;90;180;1;0;0;2;0;0;2;UNITCLASS_PIKEMAN;;;UNITCOMBAT_MELEE;DOMAIN_LAND;;UNITAI_COUNTER;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_CIVIL_SERVICE;TECH_METALLURGY;UNITCLASS_LANCER;0;20;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;3;0;0;0;ART_DEF_UNIT_PIKEMAN;0;0;;;;0;0;1;BIPED;32;33;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
67;UNIT_GERMAN_LANDSKNECHT;TXT_KEY_UNIT_GERMAN_LANDSKNECHT;TXT_KEY_CIVILOPEDIA_UNITS_MEDIEVAL_LANDSKNECHT_TEXT;TXT_KEY_UNIT_GERMAN_LANDSKNECHT_STRATEGY;TXT_KEY_UNIT_HELP_LANDSKNECHT;;16;0;45;0;0;1;1;2;0;0;2;UNITCLASS_LANDSKNECHT;;;UNITCOMBAT_MELEE;DOMAIN_LAND;;UNITAI_COUNTER;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_CIVIL_SERVICE;;UNITCLASS_LANCER;0;20;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;POLICY_TRADE_UNIONS;0;3;3;;;3;0;0;0;ART_DEF_UNIT_U_GERMAN_LANDSKNECHT;0;0;;;;0;0;1;BIPED;33;34;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
68;UNIT_CATAPULT;TXT_KEY_UNIT_CATAPULT;TXT_KEY_CIV5_ANTIQUITY_CATAPULT_TEXT;TXT_KEY_UNIT_CATAPULT_STRATEGY;TXT_KEY_UNIT_HELP_CATAPULT;;7;8;75;150;1;0;0;2;0;2;2;UNITCLASS_CATAPULT;;;UNITCOMBAT_SIEGE;DOMAIN_LAND;;UNITAI_CITY_BOMBARD;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;1;0;0;TECH_MATHEMATICS;TECH_PHYSICS;UNITCLASS_TREBUCHET;20;20;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_CATAPULT;0;0;;;;0;0;1;ARTILLERY;21;21;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
69;UNIT_ROMAN_BALLISTA;TXT_KEY_UNIT_ROMAN_BALLISTA;TXT_KEY_CIV5_ANTIQUITY_BALLISTA_TEXT;TXT_KEY_UNIT_ROMAN_BALLISTA_STRATEGY;TXT_KEY_UNIT_HELP_BALLISTA;;8;10;75;150;1;0;0;2;0;2;2;UNITCLASS_CATAPULT;;;UNITCOMBAT_SIEGE;DOMAIN_LAND;;UNITAI_CITY_BOMBARD;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;1;0;0;TECH_MATHEMATICS;TECH_PHYSICS;UNITCLASS_TREBUCHET;20;20;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_U_ROMAN_BALLISTA;0;0;;;;0;0;1;ARTILLERY;22;22;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
70;UNIT_HORSEMAN;TXT_KEY_UNIT_HORSEMAN;TXT_KEY_CIV5_ANTIQUITY_HORSEMAN_TEXT;TXT_KEY_UNIT_HORSEMAN_STRATEGY;TXT_KEY_UNIT_HELP_HORSEMAN;;12;0;75;150;1;0;0;4;0;0;2;UNITCLASS_HORSEMAN;;;UNITCOMBAT_MOUNTED;DOMAIN_LAND;;UNITAI_FAST_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_HORSEBACK_RIDING;TECH_CHIVALRY;UNITCLASS_KNIGHT;20;20;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_HORSEMAN;0;0;;;;0;0;1;QUADRUPED;17;17;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
71;UNIT_GREEK_COMPANIONCAVALRY;TXT_KEY_UNIT_GREEK_COMPANIONCAVALRY;TXT_KEY_CIV5_ANTIQUITY_COMPANIONCAVALRY_TEXT;TXT_KEY_UNIT_GREEK_COMPANIONCAVALRY_STRATEGY;TXT_KEY_UNIT_HELP_COMPANION_CAVALRY;;14;0;75;150;1;0;0;5;0;0;2;UNITCLASS_HORSEMAN;;;UNITCOMBAT_MOUNTED;DOMAIN_LAND;;UNITAI_FAST_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_HORSEBACK_RIDING;TECH_CHIVALRY;UNITCLASS_KNIGHT;20;20;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_U_GREEK_COMPANIONCAVALRY;0;0;;;;0;0;1;QUADRUPED;18;18;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
72;UNIT_SWORDSMAN;TXT_KEY_UNIT_SWORDSMAN;TXT_KEY_CIV5_ANTIQUITY_SWORDSMAN_TEXT;TXT_KEY_UNIT_SWORDSMAN_STRATEGY;TXT_KEY_UNIT_HELP_SWORDSMAN;;14;0;75;150;1;0;0;2;0;0;2;UNITCLASS_SWORDSMAN;;;UNITCOMBAT_MELEE;DOMAIN_LAND;;UNITAI_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_IRON_WORKING;TECH_STEEL;UNITCLASS_LONGSWORDSMAN;20;20;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;1;0;0;0;ART_DEF_UNIT_SWORDSMAN;0;0;;;;0;0;1;HEAVY_BIPED;14;14;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
73;UNIT_IROQUOIAN_MOHAWKWARRIOR;TXT_KEY_UNIT_IROQUOIAN_MOHAWKWARRIOR;TXT_KEY_CIV5_ANTIQUITY_MOHAWKWARRIOR_TEXT;TXT_KEY_UNIT_IROQUOIAN_MOHAWKWARRIOR_STRATEGY;TXT_KEY_UNIT_HELP_MOHAWK_WARRIOR;;14;0;75;150;1;0;0;2;0;0;2;UNITCLASS_SWORDSMAN;;;UNITCOMBAT_MELEE;DOMAIN_LAND;;UNITAI_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_IRON_WORKING;TECH_GUNPOWDER;UNITCLASS_LONGSWORDSMAN;20;20;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;1;0;0;0;ART_DEF_UNIT_U_IROQUOIAN_MOHAWKWARRIOR;0;0;;;;0;0;1;BIPED;16;16;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
74;UNIT_ROMAN_LEGION;TXT_KEY_UNIT_ROMAN_LEGION;TXT_KEY_CIV5_ANTIQUITY_LEGION_TEXT;TXT_KEY_UNIT_ROMAN_LEGION_STRATEGY;TXT_KEY_UNIT_HELP_ROMAN_LEGION;;17;0;75;150;1;0;0;2;0;0;2;UNITCLASS_SWORDSMAN;;;UNITCOMBAT_MELEE;DOMAIN_LAND;;UNITAI_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_IRON_WORKING;TECH_GUNPOWDER;UNITCLASS_LONGSWORDSMAN;20;20;-1;0;0;-1;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;1;0;0;0;ART_DEF_UNIT_U_ROMAN_LEGION;0;0;;;;0;0;1;HEAVY_BIPED;15;15;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
75;UNIT_CHARIOT_ARCHER;TXT_KEY_UNIT_CHARIOT_ARCHER;TXT_KEY_CIV5_ANTIQUITY_CHARIOTARCHER_TEXT;TXT_KEY_UNIT_CHARIOT_ARCHER_STRATEGY;TXT_KEY_UNIT_HELP_CHARIOR_ARCHER;;6;10;56;112;1;0;0;4;0;2;2;UNITCLASS_CHARIOT_ARCHER;;;UNITCOMBAT_ARCHER;DOMAIN_LAND;;UNITAI_RANGED;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_THE_WHEEL;TECH_CHIVALRY;UNITCLASS_KNIGHT;0;15;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_CHARIOT_ARCHER;0;0;;;;0;0;1;WHEELED;12;12;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
76;UNIT_EGYPTIAN_WARCHARIOT;TXT_KEY_UNIT_EGYPT_WARCHARIOT;TXT_KEY_CIV5_ANTIQUITY_WARCHARIOT_TEXT;TXT_KEY_UNIT_EGYPTIAN_WARCHARIOT_STRATEGY;TXT_KEY_UNIT_HELP_EGYPTIAN_WAR_CHARIOT;;6;10;56;112;1;0;0;5;0;2;2;UNITCLASS_CHARIOT_ARCHER;;;UNITCOMBAT_ARCHER;DOMAIN_LAND;;UNITAI_RANGED;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_THE_WHEEL;TECH_CHIVALRY;UNITCLASS_KNIGHT;0;15;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_U_EGYPTIAN_WARCHARIOT;0;0;;;;0;0;1;WHEELED;13;13;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
77;UNIT_INDIAN_WARELEPHANT;TXT_KEY_UNIT_INDIAN_WARELEPHANT;TXT_KEY_CIV5_ANTIQUITY_INDIANWARELEPHANT_TEXT;TXT_KEY_UNIT_INDIAN_WARELEPHANT_STRATEGY;TXT_KEY_UNIT_HELP_INDIAN_WAR_ELEPHANT;;9;11;70;140;1;0;0;3;0;2;2;UNITCLASS_CHARIOT_ARCHER;;;UNITCOMBAT_ARCHER;DOMAIN_LAND;;UNITAI_RANGED;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_THE_WHEEL;TECH_CHIVALRY;UNITCLASS_KNIGHT;0;15;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_U_INDIAN_WARELEPHANT;0;0;;;;0;0;1;PHANT;19;19;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
78;UNIT_SPEARMAN;TXT_KEY_UNIT_SPEARMAN;TXT_KEY_CIV5_ANTIQUITY_SPEARMAN_TEXT;TXT_KEY_UNIT_SPEARMAN_STRATEGY;TXT_KEY_UNIT_HELP_SPEARMAN;;11;0;56;112;1;0;0;2;0;0;2;UNITCLASS_SPEARMAN;;;UNITCOMBAT_MELEE;DOMAIN_LAND;;UNITAI_COUNTER;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_BRONZE_WORKING;TECH_CIVIL_SERVICE;UNITCLASS_PIKEMAN;0;15;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;2;0;0;0;ART_DEF_UNIT_SPEARMAN;0;0;;;;0;0;1;BIPED;9;9;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
79;UNIT_GREEK_HOPLITE;TXT_KEY_UNIT_GREEK_HOPLITE;TXT_KEY_CIV5_ANTIQUITY_HOPLITE_TEXT;TXT_KEY_UNIT_GREEK_HOPLITE_STRATEGY;TXT_KEY_UNIT_HELP_HOPLITE;;13;0;56;112;1;0;0;2;0;0;2;UNITCLASS_SPEARMAN;;;UNITCOMBAT_MELEE;DOMAIN_LAND;;UNITAI_COUNTER;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_BRONZE_WORKING;TECH_CIVIL_SERVICE;UNITCLASS_PIKEMAN;0;15;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;2;0;0;0;ART_DEF_UNIT_U_GREEK_HOPLITE;0;0;;;;0;0;1;BIPED;10;10;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
80;UNIT_PERSIAN_IMMORTAL;TXT_KEY_UNIT_PERSIAN_IMMORTAL;TXT_KEY_CIV5_ANTIQUITY_IMMORTAL_TEXT;TXT_KEY_UNIT_PERSIAN_IMMORTAL_STRATEGY;TXT_KEY_UNIT_HELP_IMMORTAL;;12;0;56;112;1;0;0;2;0;0;2;UNITCLASS_SPEARMAN;;;UNITCOMBAT_MELEE;DOMAIN_LAND;;UNITAI_COUNTER;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_BRONZE_WORKING;TECH_CIVIL_SERVICE;UNITCLASS_PIKEMAN;0;15;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;2;0;0;0;ART_DEF_UNIT_U_PERSIAN_IMMORTAL;0;0;;;;0;0;1;BIPED;11;11;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
81;UNIT_ARCHER;TXT_KEY_UNIT_ARCHER;TXT_KEY_CIV5_ANTIQUITY_ARCHER_TEXT;TXT_KEY_UNIT_ARCHER_STRATEGY;TXT_KEY_UNIT_HELP_ARCHER;;5;7;40;80;1;0;0;2;0;2;2;UNITCLASS_ARCHER;;;UNITCOMBAT_ARCHER;DOMAIN_LAND;;UNITAI_RANGED;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;TECH_ARCHERY;TECH_CONSTRUCTION;UNITCLASS_COMPOSITE_BOWMAN;0;15;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_ARCHER;0;0;;;;0;0;1;BIPED;6;6;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
82;UNIT_SCOUT;TXT_KEY_UNIT_SCOUT;TXT_KEY_CIV5_ANTIQUITY_SCOUT_TEXT;TXT_KEY_UNIT_SCOUT_STRATEGY;TXT_KEY_UNIT_HELP_SCOUT;;5;0;25;50;1;0;0;2;0;0;2;UNITCLASS_SCOUT;;;UNITCOMBAT_RECON;DOMAIN_LAND;;UNITAI_EXPLORE;0;1;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;;TECH_SCIENTIFIC_THEORY;UNITCLASS_ARCHER;0;10;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;0;0;0;0;ART_DEF_UNIT_SCOUT;0;0;;;;0;0;1;BIPED;5;5;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
83;UNIT_WARRIOR;TXT_KEY_UNIT_WARRIOR;TXT_KEY_CIV5_ANTIQUITY_WARRIOR_TEXT;TXT_KEY_UNIT_WARRIOR_STRATEGY;TXT_KEY_UNIT_HELP_WARRIOR;;8;0;40;80;1;0;0;2;0;0;2;UNITCLASS_WARRIOR;;;UNITCOMBAT_MELEE;DOMAIN_LAND;;UNITAI_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;;TECH_METAL_CASTING;UNITCLASS_SPEARMAN;0;10;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;1;0;0;0;ART_DEF_UNIT__WARRIOR;0;0;;;;0;0;1;BIPED;3;3;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
84;UNIT_AZTEC_JAGUAR;TXT_KEY_UNIT_AZTEC_JAGUAR;TXT_KEY_CIV5_ANTIQUITY_JAGUAR_TEXT;TXT_KEY_UNIT_AZTEC_JAGUAR_STRATEGY;TXT_KEY_UNIT_HELP_JAGUAR;;8;0;40;80;1;0;0;2;0;0;2;UNITCLASS_WARRIOR;;;UNITCOMBAT_MELEE;DOMAIN_LAND;;UNITAI_ATTACK;0;0;0;1;1;1;;0;0;0;0;0;0;0;0;0;0;0;0;;TECH_METAL_CASTING;UNITCLASS_SPEARMAN;0;10;-1;0;0;-1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;0;0;;0;3;3;;;1;0;0;0;ART_DEF_UNIT_U_AZTEC_JAGUAR;0;0;;;;0;0;1;BIPED;4;4;UNIT_ATLAS_1;UNIT_FLAG_ATLAS
